Additive_Name,Chemical_Abstracts_Service_Number,European_Number,Allowed in America,Allowed in Europe
"Rosin, Adduct With Fumaric Acid, Pentaerythritol Ester", 65997-11-7,,Y,
"Rosin, Glycerol Ester", 8050-31-5,,Y,
"Rosin, Gum Or Wood, Partially Hydrogenated, Glycerol Ester", 977074-36-4,,Y,
"Rosin, Gum Or Wood, Partially Hydrogenated, Pentaerythritol Ester", 977045-82-1,,Y,
"Rosin, Gum Or Wood, Pentaerythritol Ester", 977045-81-0,,Y,
"Rosin, Gum, Glycerol Ester", 977035-48-5,,Y,
"Rosin, Limed", 9007-13-0,,Y,
"Rosin, Methyl Ester, Partially Hydrogenated", 977035-88-3,,Y,
"Rosin, Partially Dimerized, Calcium Salt", 977051-86-7,,Y,
"Rosin, Partially Dimerized, Glycerol Ester", 977013-72-1,,Y,
"Rosin, Partially Hydrogenated", 977051-87-8,,Y,
"Rosin, Polymerized, Glycerol Ester", 68475-37-6,,Y,
"Rosin, Tall Oil, Glycerol Ester", 977019-97-8,,Y,
"Rosin, Wood", 9014-63-5,,Y,
"Rosin, Wood, Glycerol Ester", 8050-30-4,,Y,
"Rosin, Wood, Maleic Anhyd. Mod., Pentaerythritol Ester, Acid #134-145", 977045-97-8,,Y,
"Rosin, Wood, Maleic Anhyd. Mod., Pentaerythritol Ester, Acid #176-186", 977045-98-9,,Y,
"Rubber, Natural-Smoked Sheet And Latex Solids (Hevea Brasiliensis)", 9006-04-6,,Y,
Rue (Ruta Graveolens L.), 977051-88-9,,Y,
"Rue, Oil (Ruta Graveolens L.)", 8014-29-7,,Y,
Rum, 977089-45-4,,Y,
Rum Ether, 8030-89-5,,Y,
Rutin, 153-18-4,,Y,
"S-(Tetrahydro-2,5-Dimethyl-3-Furanyl) Ethanethioate", 252736-39-3,,Y,
Saccharin, 81-07-2,E 954,Y,Y
"Saccharin, Ammonium Salt", 6381-61-9,,Y,
"Saccharin, Calcium Salt", 6381-91-5,,Y,
"Saccharin, Sodium Salt", 128-44-9,,Y,
Saffron (Crocus Sativus L.), 977051-90-3,,Y,
"Saffron, Extract (Crocus Sativus L.)", 84604-17-1,,Y,
Safrole-Free Extract Of Sassafras, 977051-97-0,,Y,
Sage (Salvia Officinalis L.), 977002-44-0,,Y,
"Sage, Greek (Salvia Triloba L.)", 977051-95-8,,Y,
"Sage, Oil (Salvia Officinalis L.)", 8022-56-8,,Y,
"Sage, Oleoresin (Salvia Officinalis L.)", 977029-66-5,,Y,
"Sage, Spanish, Oil (Salvia Lavandulaefolia Vahl.)", 977125-77-1,,Y,
Salicylaldehyde, 90-02-8,,Y,
Salicylic Acid, 69-72-7,,Y,
S-Allyl-L-Cysteine, 21593-77-1,,Y,
Salt Of Aspartame-Acesulfame,,E 962,,Y
Salts Of Fatty Acids, 8046-71-7,,Y,
"Sandalwood, Red (Pterocarpus Santalinus L.f.)", 98225-55-9,,Y,
"Sandalwood, White (Santalum Album L.)", 977020-85-1,,Y,
"Sandalwood, Yellow, Oil (Santalum Album L.)", 8006-87-9,,Y,
Sandarac (Tetraclinis Articulata (Vahl.) Mast.), 9000-57-1,,Y,
Santalol (Alpha And Beta), 11031-45-1,,Y,
"Santalol, Alpha", 115-71-9,,Y,
"Santalol, Beta", 77-42-9,,Y,
Santalyl Acetate, 1323-00-8,,Y,
Santalyl Phenylacetate, 1323-75-7,,Y,
Sarcodactylis Oil, 977185-29-7,,Y,
"Sarsaparilla, Extract (Smilax Spp.)", 977022-67-5,,Y,
"Sassafras Bark, Extract (Safrole-Free) (Sassafras Albidum (Nutt.) Nees)", 977075-23-2,,Y,
Sassafras Leaves (Safrole-Free) (Sassafras Albidum (Nutt.) Nees), 977088-38-2,,Y,
Sausage Casing (Hcl And Cellulose Fibers), 977187-34-0,,Y,
"Savory, Summer (Satureja Hortensis L.)", 977051-98-1,,Y,
"Savory, Summer, Oil (Satureja Hortensis L.)", 8016-68-0,,Y,
"Savory, Summer, Oleoresin (Satureja Hortensis L.)", 977029-75-6,,Y,
"Savory, Winter (Satureja Montana L.)", 977051-99-2,,Y,
"Savory, Winter, Oil (Satureja Montana L.)", 977029-74-5,,Y,
"Savory, Winter, Oleoresin (Satureja Montana L.)", 977029-76-7,,Y,
"Schinus Molle, Oil (Schinus Molle L.)", 68917-52-2,,Y,
Sclareolide, 564-20-5,,Y,
"Scotch Spearmint Oil, Mentha Cardiaca L.", 91770-24-0,,Y,
Sec-Butyl Ethyl Ether, 2679-87-0,,Y,
Sec-Butylamine, 13952-84-6,,Y,
"Senna, Alexandria (Cassia Acutifolia Delile)", 977083-19-4,,Y,
Serpentaria (Aristolochia Serpentaria L.), 977002-55-3,,Y,
Sesame (Sesamum Indicum L.), 977052-01-9,,Y,
S-Ethyl 2-Acetylaminoethanethioate, 4396-62-7,,Y,
Sheanut Oil, 977159-94-6,,Y,
Shellac,,E 904,,Y
Shellac Wax, 97766-50-2,,Y,
"Shellac, Purified", 9000-59-3,,Y,
Silica Aerogel, 977052-02-0,,Y,
Silicon Dioxide, 7631-86-9,E 551,Y,Y
Silver,,E 174,,Y
"Silver Fir, Needles And Twigs, Oil (Abies Alba Mill.)", 8021-27-0,,Y,
Silver Nitrate, 7761-88-8,,Y,
Silver-Silver Dragees, 977187-35-1,,Y,
Simaruba Bark (Simaruba Amara Aubl.), 977029-60-9,,Y,
S-Isopropyl 3-Methylbut-2-Enethioate, 34365-79-2,,Y,
Skatole, 83-34-1,,Y,
Sloe Berries (Prunus Spinosa L.), 977052-03-1,,Y,
"Sloe Berries, Extract (Prunus Spinosa L.)", 90105-94-5,,Y,
"Sloe Berries, Extract Solid (Prunus Spinosa L.)", 977029-61-0,,Y,
S-Methyl 3-Methylbutanethioate, 23747-45-7,,Y,
S-Methyl 4-Methylpentanethioate, 61122-71-2,,Y,
S-Methyl Benzothioate, 5925-68-8,,Y,
S-Methyl Hexanethioate, 2432-77-1,,Y,
S-Methyl Propanethioate, 5925-75-7,,Y,
S-Methyl Thioacetate, 1534-08-3,,Y,
"Snakeroot, Canadian, Oil (Asarum Canadense L.)", 8016-69-1,,Y,
Sodium (4-Methoxybenzoyloxy)Acetate, 17114-82-8,,Y,
Sodium 2-(4-Methoxyphenoxy)Propanoate, 150436-68-3,,Y,
Sodium 2-Ethylhexyl Sulfate, 126-92-1,,Y,
Sodium 3-Mercaptooxopropionate, 10255-67-1,,Y,
Sodium 3-Methoxy-4-Hydroxycinnamate, 24276-84-4,,Y,
Sodium Acetate, 977127-84-6,E 262,Y,Y
Sodium Acid Pyrophosphate, 7758-16-9,,Y,
Sodium Adipate,,E 356,,Y
Sodium Alginate,,E 401,,Y
Sodium Aluminate, 1302-42-7,,Y,
"Sodium Aluminum Phosphate, Acidic Or Basic", 7785-88-8,E 541,Y,Y
Sodium Aluminum Silicate, 1344-00-9,E 554,Y,Y
Sodium Ascorbate, 134-03-2,E 301,Y,Y
Sodium Benzoate, 532-32-1,E 211,Y,Y
Sodium Bicarbonate, 144-55-8,,Y,
Sodium Bisulfite, 7631-90-5,,Y,
Sodium Borohydride, 16940-66-2,,Y,
"Sodium Calcium Aluminosilicate, Hydrated", 1344-01-0,,Y,
Sodium Caprate, 1002-62-6,,Y,
Sodium Caprylate, 1984-06-1,,Y,
Sodium Carbonate, 497-19-8,E 500,Y,Y
Sodium Caseinate, 9005-46-3,,Y,
Sodium Chloride, 7647-14-5,,Y,
Sodium Chlorite, 7758-19-2,,Y,
Sodium Citrates,,E 331,,Y
Sodium Copper Chlorophyllin, 28302-36-5,,Y,
Sodium Decylbenzenesulfonate, 1322-98-1,,Y,
Sodium Dehydroacetate, 4418-26-2,,Y,
Sodium Diacetate, 126-96-5,,Y,
Sodium Dimethyldithiocarbamate, 128-04-1,,Y,
Sodium Dodecylbenzenesulfonate, 25155-30-0,,Y,
Sodium Erythorbate, 6381-77-7,E 316,Y,Y
Sodium Ethyl P-Hydroxybenzoate,,E 215,,Y
Sodium Ferricitropyrophosphate, 1332-96-3,,Y,
Sodium Ferritripolyphosphate, 977127-94-8,,Y,
Sodium Ferrocyanide,,E 535,,Y
Sodium Fluoride, 7681-49-4,,Y,
Sodium Formate, 141-53-7,,Y,
Sodium Fumarate, 7704-73-6,,Y,
Sodium Glucoheptonate, 31138-65-5,,Y,
Sodium Gluconate, 527-07-1,E 576,Y,Y
Sodium Hexametaphosphate, 10124-56-8,,Y,
Sodium Humate, 68131-04-4,,Y,
Sodium Hydrogen Sulphite,,E 222,,Y
Sodium Hydrosulfite, 7775-14-6,,Y,
Sodium Hydroxide, 1310-73-2,E 524,Y,Y
Sodium Hypochlorite, 7681-52-9,,Y,
Sodium Hypophosphite, 7681-53-0,,Y,
Sodium Lactate, 72-17-3,E 325,Y,Y
Sodium Laurate, 629-25-4,,Y,
Sodium Lauryl Sulfate, 151-21-3,,Y,
Sodium Malates,,E 350,,Y
Sodium Metabisulfite, 7681-57-4,E 223,Y,Y
Sodium Metaphosphate, 50813-16-6,,Y,
Sodium Metasilicate, 6834-92-0,,Y,
Sodium Methyl P-Hydroxybenzoate,,E 219,,Y
Sodium Methyl Sulfate, 512-42-5,,Y,
Sodium Mono- And Dimethyl Naphthalene Sulfonates, 977052-10-0,,Y,
Sodium Myristate, 822-12-8,,Y,
Sodium N-Alkylbenzenesulfonate, 8046-53-5,,Y,
Sodium Nitrate, 7631-99-4,E 251,Y,Y
Sodium Nitrite, 7632-00-0,E 250,Y,Y
Sodium Oleate, 143-19-1,,Y,
Sodium Palmitate, 408-35-5,,Y,
Sodium Pantothenate, 867-81-2,,Y,
Sodium Pectinate, 9005-59-8,,Y,
"Sodium Phosphate, Dibasic", 7558-79-4,E 339,Y,Y
"Sodium Phosphate, Monobasic", 7558-80-7,,Y,
"Sodium Phosphate, Tribasic", 7601-54-9,,Y,
Sodium Polymethacrylate, 54193-36-1,,Y,
Sodium Potassium Tartrate, 304-59-6,E 337,Y,Y
Sodium Propionate, 137-40-6,E 281,Y,Y
Sodium Pyrophosphate, 7722-88-5,,Y,
Sodium Riboflavin 5'-Phosphate Dihydrate, 6184-17-4,,Y,
Sodium Salts Of Fatty Acids, 977038-15-5,,Y,
Sodium Sesquicarbonate, 533-96-0,,Y,
Sodium Silicate, 1344-09-8,,Y,
Sodium Sorbate, 7757-81-5,,Y,
Sodium Stearate, 822-16-2,,Y,
Sodium Stearoyl-2-Lactylate, 25383-99-7,E 481,Y,Y
Sodium Stearyl Fumarate, 4070-80-8,,Y,
Sodium Sulfate, 7727-73-3,,Y,
Sodium Sulfide, 1313-82-2,,Y,
Sodium Sulfite, 7757-83-7,E 221,Y,Y
Sodium Sulphates,,E 514,,Y
Sodium Tartrate, 868-18-8,E 335,Y,Y
Sodium Taurocholate, 145-42-6,,Y,
Sodium Tetraborate (Borax),,E 285,,Y
Sodium Thiosulfate, 10102-17-7,,Y,
Sodium Tripolyphosphate, 7758-29-4,,Y,
Sodium Zinc Metasilicate, 90268-03-4,,Y,
"Sodium, Potassium And Calcium Salts Of Fatty Acids",,E 470a,,Y
Sorbic Acid, 110-44-1,E 200,Y,Y
Sorbitan Monolaurate,,E 493,,Y
Sorbitan Monooleate, 1338-43-8,E 494,Y,Y
Sorbitan Monopalmitate,,E 495,,Y
Sorbitan Monostearate, 1338-41-6,E 491,Y,Y
Sorbitan Tristearate,,E 492,,Y
Sorbitols,,E 420,,Y
Sorbose, 87-79-6,,Y,
"Soy Protein Concentrate, Enzyme Activated", 977187-36-2,,Y,
"Soy Protein, Isolate", 977076-84-8,,Y,
"Soya Bean Oil Fatty Acids, Hydroxylated", 977038-88-2,,Y,
"Soya Fatty Acid Amine, Ethoxylated", 61791-24-0,,Y,
Soybean Hemicellulose,,E 426,,Y
"Soybean Oil, Epoxidized", 8013-07-8,,Y,
"Soybean Oil, Hydrogenated", 8016-70-4,,Y,
Spearmint (Mentha Spicata L.), 977002-61-1,,Y,
"Spearmint, Extract (Mentha Spicata L.)", 84696-51-5,,Y,
"Spearmint, Oil (Mentha Spicata L.)", 8008-79-5,,Y,
Sperm Oil, 8002-24-2,,Y,
"Sperm Oil, Hydrogenated", 8016-73-7,,Y,
Spikenard Extract, 977071-52-5,,Y,
"Spiro(2,4-Dithia-1-Methyl-8-Oxabicyclo(3.3.0)Octane-3,3'-(1'-Oxa-2'-Methyl)Cyclopentane)", 38325-25-6,,Y,
Spirulina Extract, 977091-09-0,,Y,
"Spruce Needles And Twigs, Extract (Picea Spp.)", 977062-73-9,,Y,
"Spruce Needles And Twigs, Oil (Picea Spp.)", 8008-80-8,,Y,
"St. Johnswort Leaves, Flowers And Caulis (Hypericum Perforatuml.)", 977092-96-8,,Y,
Stannic Chloride, 7646-78-8,,Y,
Stannous Chloride, 7772-99-8,E 512,Y,Y
Starch Aluminium Octenyl Succinate,,E 1452,,Y
Starch Sodium Octenyl Succinate,,E 1450,,Y
"Starch, Acid Modified", 65996-63-6,,Y,
"Starch, Alpha-Amylase Modified", 977162-55-2,,Y,
"Starch, Bleached", 977075-42-5,,Y,
"Starch, Food, Modified", 977052-18-8,,Y,
"Starch, Food, Modified: Acetylated Distarch Adipate", 63798-35-6,,Y,
"Starch, Food, Modified: Acetylated Distarch Glycerol", 53123-84-5,,Y,
"Starch, Food, Modified: Acetylated Distarch Oxypropanol", 977120-10-7,,Y,
"Starch, Food, Modified: Acetylated Distarch Phosphate", 68130-14-3,,Y,
"Starch, Food, Modified: Beta-Amylase Modified Starch", 977186-01-8,,Y,
"Starch, Food, Modified: Beta-Amylase Sodium Starch Octenylsuccinate", 977164-78-5,,Y,
"Starch, Food, Modified: Distarch Glycerol", 58944-89-1,,Y,
"Starch, Food, Modified: Distarch Oxypropanol", 977043-57-4,,Y,
"Starch, Food, Modified: Distarch Phosphate (From Phosphorus Oxychloride)", 977088-75-7,,Y,
"Starch, Food, Modified: Distarch Phosphate (From Sodium Trimetaphosphate)", 977088-74-6,,Y,
"Starch, Food, Modified: Hydroxypropyl Distarch Glycerol", 59419-60-2,,Y,
"Starch, Food, Modified: Hydroxypropyl Distarch Phosphate", 53124-00-8,,Y,
"Starch, Food, Modified: Hydroxypropyl Starch", 9049-76-7,,Y,
"Starch, Food, Modified: Isoamylase Modified Starch", 977186-03-0,,Y,
"Starch, Food, Modified: Oxidized Hydroxypropyl Starch", 68412-86-2,,Y,
"Starch, Food, Modified: Oxidized Starches", 65996-62-5,,Y,
"Starch, Food, Modified: Phosphated Distarch Phosphate", 977043-58-5,,Y,
"Starch, Food, Modified: Pullulanase Modified Starch", 977186-04-1,,Y,
"Starch, Food, Modified: Starch Acetate", 9045-28-7,,Y,
"Starch, Food, Modified: Starch Aluminum Octenyl Succinate", 9087-61-0,,Y,
"Starch, Food, Modified: Starch Phosphate", 11120-02-8,,Y,
"Starch, Food, Modified: Starch Sodium Octenyl Succinate", 66829-29-6,,Y,
"Starch, Food, Modified: Starch Sodium Succinate", 37231-92-8,,Y,
"Starch, Food, Modified: Succinyl Distarch Glycerol", 977043-59-6,,Y,
"Starch, Food, Modified:glucoamylase Modified Starch", 977186-02-9,,Y,
"Starch, Pregelatinized", 977050-93-3,,Y,
"Starch, Unmodified", 9005-25-8,,Y,
Stearic Acid, 57-11-4,,Y,
Stearyl Alcohol, 112-92-5,,Y,
"Stearyl Alcohol, Plus Beeswax", 977187-37-3,,Y,
Stearyl Citrate, 1337-33-3,,Y,
Stearyl Monoglyceridyl Citrate, 55840-13-6,,Y,
Stearyl Tartrate,,E 483,,Y
Steviol Glycosides,,E 960,,Y
Stigmasterol-Rich Plant Sterols,,499,,Y
Storax (Liquidambar Spp.), 8046-19-3,,Y,
Storax Extract (Liquidambar Spp.), 977029-80-3,,Y,
Storax Oil, 8024-01-9,,Y,
"Styrene, Divinylbenzene, Sulfonated Copolymer", 68037-26-3,,Y,
"Styrene-Divinylbenzene Copolymer, Chloromethylated, Aminated, Oxidized", 977089-33-0,,Y,
"Styrene-Divinylbenzene-Acrylonitrile, Sulfonated Terpolymer", 68442-37-5,,Y,
"Styrene-Divinylbenzene-Methyl Acrylate, Sulfonated Terpolymer", 977089-35-2,,Y,
"Styrene-Dvb-Acrylonitrile-Methyl Acrylate, Sulfonated Tetrapolymer", 977086-88-6,,Y,
Styrene--Nlfg, 100-42-5,,Y,
Succinic Acid, 110-15-6,E 363,Y,Y
Succinic Anhydride, 108-30-5,,Y,
Succinylated Gelatin, 68915-24-2,,Y,
Succinylated Monoglycerides, 977009-45-2,,Y,
Succistearin, 27216-62-2,,Y,
Sucralose, 56038-13-2,E 955,Y,Y
Sucroglycerides,,E 474,,Y
Sucrose, 57-50-1,,Y,
Sucrose Acetate Isobutyrate, 126-13-6,E 444,Y,Y
Sucrose Esters Of Fatty Acids,,E 473,,Y
Sucrose Fatty Acid Esters, 977019-37-6,,Y,
Sucrose Liquid, 977143-79-5,,Y,
Sucrose Monopalmitate, 26446-38-8,,Y,
Sucrose Octaacetate, 126-14-7,,Y,
Sucrose Oligoesters, 977186-60-9,,Y,
Sugar Beet Extract Flavor Base, 8016-79-3,,Y,
Sugar Beet Juice Extract, 977187-63-5,,Y,
Sulfamic Acid, 5329-14-6,,Y,
"Sulfites, Strong Alkali", 977187-38-4,,Y,
Sulfiting Agents, 977116-60-1,,Y,
Sulfopropyl Cellulose, 37325-18-1,,Y,
Sulfur Dioxide, 7446-09-5,E 220,Y,Y
Sulfuric Acid, 7664-93-9,E 513,Y,Y
Sulfurous Acid, 7782-99-2,,Y,
Sulphite Ammonia Caramel,,E 150d,,Y
Sunset Yellow Fcf/Orange Yellow S,,E 110,,Y
Sweet Blackberry Leaves Extract, 977188-78-5,,Y,
Tagetes Meal & Extract, 977010-56-2,,Y,
"Tagetes, Oil (Tagetes Spp.)", 8016-84-0,,Y,
Talc, 14807-96-6,E 553b,Y,Y
"Tallow Alcohol, Hydrogenated", 8030-11-3,,Y,
Tallow Flakes, 977163-79-3,,Y,
"Tallow, Beef", 61789-97-7,,Y,
"Tallow, Hydrogenated", 8030-12-4,,Y,
"Tallow, Hydrogenated, Oxidized Or Sulfated", 977043-64-3,,Y,
Tamarind Extract (Tamarindus Indica L.), 84961-62-6,,Y,
Tamarinds, 977052-30-4,,Y,
"Tangerine, Essence", 977029-78-9,,Y,
"Tangerine, Extract (Citrus Reticulata Blanco)", 90063-83-5,,Y,
"Tangerine, Oil (Citrus Reticulata Blanco)", 8016-85-1,,Y,
Tannic Acid, 1401-55-4,,Y,
Tansy (Tanacetum Vulgara L.), 977032-44-2,,Y,
"Tansy, Oil (Tanacetum Vulgara L.)", 8016-87-3,,Y,
Tapioca Starch, 977002-81-5,,Y,
Tara Gum,,E 417,,Y
Tarragon (Artemisia Dracunculus L.), 977052-32-6,,Y,
Tarragon Extract (Artemisia Dracunculus L.), 977029-81-4,,Y,
Tarragon Oil (Artemisia Dracunculus L.), 8016-88-4,,Y,
Tartaric Acid (L(+)-),,E 334,,Y
Tartaric Acid Esters Of Mono- And Diglycerides Of Fatty Acids,,E 472d,,Y
"Tartaric Acid, L", 87-69-4,,Y,
Tartrazine,,E 102,,Y
Taurine, 107-35-7,,Y,
Taurocholic Acid, 81-24-3,,Y,
Tea Extract (Thea Sinensis L.), 84650-60-2,,Y,
Tea Tree Oil (Melaleuca Alternifolia), 68647-73-4,,Y,
Terpene Resin, 9003-74-1,,Y,
"Terpene Resins, Natural", 977092-25-3,,Y,
"Terpene Resins, Synthetic", 977092-26-4,,Y,
Terpinolene, 586-62-9,,Y,
Terpinyl Acetate, 80-26-2,,Y,
Terpinyl Butyrate, 2153-28-8,,Y,
Terpinyl Cinnamate, 10024-56-3,,Y,
Terpinyl Formate, 2153-26-6,,Y,
Terpinyl Isobutyrate, 7774-65-4,,Y,
Terpinyl Isovalerate, 1142-85-4,,Y,
Terpinyl Propionate, 80-27-3,,Y,
Tert-Butylhydroquinone, 1948-33-0,E 319,Y,Y
Tetradec-2-Enal, 64461-99-0,,Y,
Tetraethylenepentamine Crosslinked With Epichlorohydrin, 26658-42-4,,Y,
Tetrahydro-4-Methyl-2-(2-Methylpropen-1-Yl)Pyran, 16409-43-1,,Y,
Tetrahydrofurfuryl Acetate, 637-64-9,,Y,
Tetrahydrofurfuryl Alcohol, 97-99-4,,Y,
Tetrahydrofurfuryl Butyrate, 2217-33-6,,Y,
Tetrahydrofurfuryl Cinnamate, 65505-25-1,,Y,
Tetrahydrofurfuryl Propionate, 637-65-0,,Y,
Tetrahydrolinalool, 78-69-3,,Y,
Tetrahydro-Pseudo-Ionone, 4433-36-7,,Y,
Tetramethyl Ethylcyclohexenone (Mixture Of Isomers), 977045-69-4,,Y,
Thaumatin, 53850-34-3,E 957,Y,Y
"Thaumatin B, Recombinant", 977178-03-2,,Y,
Theaspirane, 36431-72-8,,Y,
Theobromine, 83-67-0,,Y,
Thermally Oxidized Soya Bean Oil Interacted With Mono And Diglycerides Of Fatty Acids,,E 479b,,Y
Thiamine, 59-43-8,,Y,
Thiamine Hydrochloride, 67-03-8,,Y,
Thiamine Mononitrate, 532-43-4,,Y,
Thiazole, 288-47-1,,Y,
Thioacetic Acid, 507-09-5,,Y,
Thiodipropionic Acid, 111-17-1,,Y,
Thiogeraniol, 39067-80-6,,Y,
"Thistle, Blessed (Cnicus Benedictus L.)", 977023-13-4,,Y,
"Thistle, Blessed, Extract (Cnicus Benedictus L.)", 977048-22-8,,Y,
"Thistle, Blessed, Extract Solid (Cnicus Benedictus L.)", 977048-24-0,,Y,
"Thistle, Blessed, Oil (Cnicus Benedictus L.)", 977048-23-9,,Y,
Thujyl Alcohol, 21653-20-3,,Y,
Thyme (Thymus Serpyllum L.), 977052-37-1,,Y,
Thyme (Thymus Vulgaris L.), 977052-36-0,,Y,
Thyme Oil (Thymus Vulgaris L. And T. Zygis Var. Gracilis Boiss.), 8007-46-3,,Y,
Thyme Oleoresin, 977029-72-3,,Y,
"Thyme, Extract", 84929-51-1,,Y,
"Thyme, Wild Or Creeping, Extract (Thymus Serpyllum L.)", 84776-98-7,,Y,
Thymol, 89-83-8,,Y,
Titanium Dioxide, 13463-67-7,E 171,Y,Y
Tocopherol-Rich Extract,,E 306,,Y
Tocopherols, 1406-66-2,,Y,
"Tolu, Balsam, Extract (Myroxylon Spp.)", 977075-28-7,,Y,
"Tolu, Balsam, Gum (Myroxylon Spp.)", 9000-64-0,,Y,
"Tolualdehyde Glyceryl Acetal (Mixed O-, M-, P-)", 977041-69-2,,Y,
"Tolualdehydes (Mixed O-, M-, P-)", 1334-78-7,,Y,
Toluene, 108-88-3,,Y,
Tomato Lycopene, 502-65-8,,Y,
"Tragacanth, Gum (Astragalus Spp.)", 9000-65-1,E 413,Y,Y
Trans- And Cis-1-Methoxy-1-Decene, 79930-37-3,,Y,
"Trans- And Cis-2,4,8-Trimethyl-3,7-Nona-Dien-2-Ol", 479547-57-4,,Y,
"Trans, Trans-2,4-Hexadienal", 142-83-6,,Y,
"Trans,Trans-2,4-Dodecadienal", 21662-16-8,,Y,
"Trans,Trans-2,4-Octadienal", 30361-28-5,,Y,
Trans-2-Decenol, 22104-80-9,,Y,
Trans-2-Hexen-1-Yl Acetate, 2497-18-9,,Y,
Trans-2-Hexenoic Acid, 13419-69-7,,Y,
Trans-2-Hexenyl 2-Methylbutyrate, 94089-01-7,,Y,
Trans-2-Methyl-2-Butenoic Acid, 80-59-1,,Y,
Trans-2-Nonen-1-Ol, 31502-14-4,,Y,
Trans-2-Nonen-4-One, 27743-70-0,,Y,
Trans-2-Nonenyl Acetate, 30418-89-4,,Y,
Trans-2-Octen-1-Yl Acetate, 3913-80-2,,Y,
Trans-2-Octen-1-Yl Butanoate, 84642-60-4,,Y,
Trans-2-Trans-4-Heptadien-1-Ol, 33467-79-7,,Y,
Trans-2-Trans-4-Nonadiene, 56700-78-8,,Y,
Trans-2-Tridecenol, 74962-98-4,,Y,
Trans-3-Heptenyl 2-Methylpropanoate, 977045-63-8,,Y,
Trans-3-Heptenyl Acetate, 1576-77-8,,Y,
Trans-3-Hexenal, 69112-21-6,,Y,
Trans-3-Hexenol, 928-97-2,,Y,
Trans-3-Hexenyl Acetate, 3681-82-1,,Y,
Trans-3-Nonen-1-Ol, 10339-61-4,,Y,
Trans-3-Octen-2-Ol, 57648-55-2,,Y,
Trans-4-Hexenal, 25166-87-4,,Y,
Trans-4-Nonenal, 2277-16-9,,Y,
Trans-4-Octenoic Acid, 18776-92-6,,Y,
Trans-4-Tert-Butylcyclohexanol, 21862-63-5,,Y,
Trans-Alpha-Damascone, 24720-09-0,,Y,
Trans-Anethole, 4180-23-8,,Y,
"Trefoil, Sweet (Melilotus Coerulea)", 977179-65-9,,Y,
"Trehalose, Dihydrate", 6138-23-4,,Y,
Triacetin (Glycerol Triacetate), 102-76-1,,Y,
Triammonium Citrate,,E 380,,Y
Tributyl Acetylcitrate, 77-90-7,,Y,
Tricalcium Phosphate,,E 341 (iii),,Y
Trichloroethylene, 79-01-6,,Y,
Tridecanal, 10486-19-8,,Y,
Tridecanoic Acid, 638-53-9,,Y,
Tridodecyl Amine, 102-87-4,,Y,
Triethanolamine, 102-71-6,,Y,
Triethyl Citrate, 77-93-0,E 1505,Y,Y
Triethylamine, 121-44-8,,Y,
Triethylenetetramine Cross-Linked With Epichlorohydrin, 27754-94-5,,Y,
Trifluoromethane Sulfonic Acid, 1493-13-6,,Y,
Trilobatin, 4192-90-9,,Y,
Trimethylamine, 75-50-3,,Y,
Trimethylamine Oxide, 1184-78-7,,Y,
Trimethyloxazole, 20662-84-4,,Y,
Triphosphates,,E 451,,Y
Tripropylamine, 102-69-2,,Y,
Trisodium Citrate, 68-04-2,,Y,
Trisodium Nitrilotriacetate, 5064-31-3,,Y,
Trithioacetone, 828-26-2,,Y,
Trypsin From Animal Tissue, 9002-07-7,,Y,
Tuberose Lactone, 153175-57-6,,Y,
"Tuberose, Oil (Polianthes Tuberosa L.)", 8024-05-3,,Y,
Tunu (Castilla Fallax Cook), 977011-54-3,,Y,
Turmeric (Curcuma Longa L.), 977052-44-0,,Y,
"Turmeric, Extract (Curcuma Longa L.)", 84775-52-0,,Y,
"Turmeric, Oleoresin (Curcuma Longa L.)", 129828-29-1,,Y,
Turpentine, 8052-14-0,,Y,
"Turpentine, Gum (Pinus Spp.)", 9005-90-7,,Y,
"Turpentine, Rectified", 977022-00-6,,Y,
"Turpentine, Steam Distilled (Pinus Spp.)", 8006-64-2,,Y,
Tyramine, 51-67-2,,Y,
Ultramarine Blue, 57455-37-5,,Y,
Undecanal, 112-44-7,,Y,
Undecanal Propyleneglycol Acetal, 74094-62-5,,Y,
Undecanoic Acid, 112-37-8,,Y,
Undecen-1-Ol, 112-43-6,,Y,
Undecyl Alcohol, 112-42-5,,Y,
Urea, 57-13-6,,Y,
Urease Enzyme Preparation (Lactobacillus Fermentum), 977161-74-2,,Y,
Valencene, 4630-07-3,,Y,
Valeraldehyde, 110-62-3,,Y,
Valeraldehyde Dibutyl Acetal, 13112-65-7,,Y,
Valeraldehyde Propyleneglycol Acetal, 74094-60-3,,Y,
"Valerian Root, Extract (Valeriana Officinalis L.)", 8057-49-6,,Y,
"Valerian Root, Oil (Valeriana Officinalis L.)", 8008-88-6,,Y,
Valeric Acid, 109-52-4,,Y,
Vanilla (Vanilla Spp.), 977004-06-0,,Y,
"Vanilla, Absolute (Vanilla Spp.)", 977189-04-5,,Y,
"Vanilla, Extract (Vanilla Spp.)", 8024-06-4,,Y,
"Vanilla, Oleoresin (Vanilla Spp.)", 8023-78-7,,Y,
Vanillic Acid, 121-34-6,,Y,
Vanillin, 121-33-5,,Y,
"Vanillin 1,2-Butylene Glycol Acetal", 63253-24-7,,Y,
"Vanillin 3-(L-Menthoxy)Propane-1,2-Diol Acetal", 180964-47-0,,Y,
Vanillin Acetate, 881-68-5,,Y,
